全局样本索引,来源划分,来源内索引,真实标签名_仅离线评估使用,真实开放集标签_仅离线评估使用,未知分数,未知细分类标签,是否不确定样本
8598,unknown,6038,20-15,16,0.9649428,0,False
8599,unknown,6039,20-15,16,0.9661403,0,False
8600,unknown,6040,20-15,16,0.96523553,0,False
8601,unknown,6041,20-15,16,0.9649131,0,False
8602,unknown,6042,20-15,16,0.9648317,0,False
8603,unknown,6043,20-15,16,0.96507907,0,False
8604,unknown,6044,20-15,16,0.9656526,0,False
8605,unknown,6045,20-15,16,0.9649967,0,False
8606,unknown,6046,20-15,16,0.96431,0,False
8607,unknown,6047,20-15,16,0.96584666,0,False
8608,unknown,6048,20-15,16,0.9646489,0,False
8609,unknown,6049,20-15,16,0.964401,0,False
8610,unknown,6050,20-15,16,0.96609694,0,False
8611,unknown,6051,20-15,16,0.96424675,0,False
8612,unknown,6052,20-15,16,0.9650812,0,False
8613,unknown,6053,20-15,16,0.96593916,0,False
8614,unknown,6054,20-15,16,0.9650962,0,False
8615,unknown,6055,20-15,16,0.96422684,0,False
8616,unknown,6056,20-15,16,0.966069,0,False
8617,unknown,6057,20-15,16,0.96597445,0,False
8618,unknown,6058,20-15,16,0.9657695,0,False
8619,unknown,6059,20-15,16,0.96586996,0,False
8620,unknown,6060,20-15,16,0.9653884,0,False
8621,unknown,6061,20-15,16,0.9651781,0,False
8622,unknown,6062,20-15,16,0.96521544,0,False
8623,unknown,6063,20-15,16,0.9658907,0,False
8624,unknown,6064,20-15,16,0.9648318,0,False
8625,unknown,6065,20-15,16,0.9659672,0,False
8626,unknown,6066,20-15,16,0.96573335,0,False
8627,unknown,6067,20-15,16,0.9660786,0,False
8628,unknown,6068,20-15,16,0.9660992,0,False
8629,unknown,6069,20-15,16,0.9652248,0,False
8630,unknown,6070,20-15,16,0.96581095,0,False
8631,unknown,6071,20-15,16,0.9653481,0,False
8632,unknown,6072,20-15,16,0.96478105,0,False
8633,unknown,6073,20-15,16,0.9655408,0,False
8634,unknown,6074,20-15,16,0.96524197,0,False
8635,unknown,6075,20-15,16,0.9657078,0,False
8636,unknown,6076,20-15,16,0.9656907,0,False
8637,unknown,6077,20-15,16,0.9658579,0,False
8638,unknown,6078,20-15,16,0.9649864,0,False
8639,unknown,6079,20-15,16,0.9651452,0,False
8640,unknown,6080,20-15,16,0.9657445,0,False
8641,unknown,6081,20-15,16,0.9656981,0,False
8642,unknown,6082,20-15,16,0.9660861,0,False
8643,unknown,6083,20-15,16,0.96574676,0,False
8644,unknown,6084,20-15,16,0.96577096,0,False
8645,unknown,6085,20-15,16,0.9654519,0,False
8646,unknown,6086,20-15,16,0.96541744,0,False
8647,unknown,6087,20-15,16,0.9644845,0,False
8648,unknown,6088,20-15,16,0.9653746,0,False
8649,unknown,6089,20-15,16,0.9658196,0,False
8650,unknown,6090,20-15,16,0.96553355,0,False
8651,unknown,6091,20-15,16,0.9651498,0,False
8652,unknown,6092,20-15,16,0.9652995,0,False
8653,unknown,6093,20-15,16,0.9653525,0,False
8654,unknown,6094,20-15,16,0.96506345,0,False
8655,unknown,6095,20-15,16,0.96593475,0,False
8656,unknown,6096,20-15,16,0.9661537,0,False
8657,unknown,6097,20-15,16,0.9658143,0,False
8658,unknown,6098,20-15,16,0.9658767,0,False
8659,unknown,6099,20-15,16,0.96566385,0,False
8660,unknown,6100,20-15,16,0.9653697,0,False
8661,unknown,6101,20-15,16,0.965267,0,False
8662,unknown,6102,20-15,16,0.9640887,0,False
8663,unknown,6103,20-15,16,0.9656878,0,False
8664,unknown,6104,20-15,16,0.96491575,0,False
8665,unknown,6105,20-15,16,0.96561825,0,False
8666,unknown,6106,20-15,16,0.9656493,0,False
8667,unknown,6107,20-15,16,0.9660735,0,False
8668,unknown,6108,20-15,16,0.9639507,0,False
8669,unknown,6109,20-15,16,0.9652675,0,False
8670,unknown,6110,20-15,16,0.9652089,0,False
8671,unknown,6111,20-15,16,0.96586215,0,False
8672,unknown,6112,20-15,16,0.96564585,0,False
8673,unknown,6113,20-15,16,0.96598583,0,False
8674,unknown,6114,20-15,16,0.9655438,0,False
8675,unknown,6115,20-15,16,0.96572685,0,False
8676,unknown,6116,20-15,16,0.96566945,0,False
8677,unknown,6117,20-15,16,0.9644075,0,False
8678,unknown,6118,20-15,16,0.9654904,0,False
8679,unknown,6119,20-15,16,0.96507895,0,False
8680,unknown,6120,20-15,16,0.9658369,0,False
8681,unknown,6121,20-15,16,0.96392775,0,False
8682,unknown,6122,20-15,16,0.96585053,0,False
8683,unknown,6123,20-15,16,0.9659518,0,False
8684,unknown,6124,20-15,16,0.9656937,0,False
8685,unknown,6125,20-15,16,0.96572256,0,False
8686,unknown,6126,20-15,16,0.9656647,0,False
8687,unknown,6127,20-15,16,0.96602154,0,False
8688,unknown,6128,20-15,16,0.9658625,0,False
8689,unknown,6129,20-15,16,0.9638039,0,False
8690,unknown,6130,20-15,16,0.9650887,0,False
8691,unknown,6131,20-15,16,0.9650264,0,False
8692,unknown,6132,20-15,16,0.96606123,0,False
8693,unknown,6133,20-15,16,0.9659379,0,False
8694,unknown,6134,20-15,16,0.96592754,0,False
8695,unknown,6135,20-15,16,0.96462893,0,False
8696,unknown,6136,20-15,16,0.9655585,0,False
8697,unknown,6137,20-15,16,0.9657362,0,False
8698,unknown,6138,20-15,16,0.9658166,0,False
8699,unknown,6139,20-15,16,0.9657672,0,False
8700,unknown,6140,20-15,16,0.9657761,0,False
8701,unknown,6141,20-15,16,0.9660512,0,False
8702,unknown,6142,20-15,16,0.964953,0,False
8703,unknown,6143,20-15,16,0.9648672,0,False
8704,unknown,6144,20-15,16,0.9645161,0,False
8705,unknown,6145,20-15,16,0.96580476,0,False
8706,unknown,6146,20-15,16,0.96595985,0,False
8707,unknown,6147,20-15,16,0.9652689,0,False
8708,unknown,6148,20-15,16,0.96482146,0,False
8709,unknown,6149,20-15,16,0.9658664,0,False
8710,unknown,6150,20-15,16,0.9657134,0,False
8711,unknown,6151,20-15,16,0.9649943,0,False
8712,unknown,6152,20-15,16,0.9649317,0,False
8713,unknown,6153,20-15,16,0.96550184,0,False
8714,unknown,6154,20-15,16,0.96568215,0,False
8715,unknown,6155,20-15,16,0.9656769,0,False
8716,unknown,6156,20-15,16,0.965125,0,False
8717,unknown,6157,20-15,16,0.9657837,0,False
8718,unknown,6158,20-15,16,0.965435,0,False
8719,unknown,6159,20-15,16,0.96470094,0,False
8720,unknown,6160,20-15,16,0.96595025,0,False
8721,unknown,6161,20-15,16,0.9647517,0,False
8722,unknown,6162,20-15,16,0.96416235,0,False
8723,unknown,6163,20-15,16,0.96559983,0,False
8724,unknown,6164,20-15,16,0.96586037,0,False
8725,unknown,6165,20-15,16,0.96555233,0,False
8726,unknown,6166,20-15,16,0.9643352,0,False
8727,unknown,6167,20-15,16,0.96432465,0,False
8728,unknown,6168,20-15,16,0.9651961,0,False
8729,unknown,6169,20-15,16,0.9656419,0,False
8730,unknown,6170,20-15,16,0.965912,0,False
8731,unknown,6171,20-15,16,0.964452,0,False
8732,unknown,6172,20-15,16,0.96518797,0,False
8733,unknown,6173,20-15,16,0.96532464,0,False
8734,unknown,6174,20-15,16,0.96578443,0,False
8735,unknown,6175,20-15,16,0.96570367,0,False
8736,unknown,6176,20-15,16,0.9656688,0,False
8737,unknown,6177,20-15,16,0.96586937,0,False
8738,unknown,6178,20-15,16,0.9652556,0,False
8739,unknown,6179,20-15,16,0.96442217,0,False
8740,unknown,6180,20-15,16,0.96572286,0,False
8741,unknown,6181,20-15,16,0.9650041,0,False
8742,unknown,6182,20-15,16,0.9657948,0,False
8743,unknown,6183,20-15,16,0.96586514,0,False
8744,unknown,6184,20-15,16,0.9648095,0,False
8745,unknown,6185,20-15,16,0.96525013,0,False
8746,unknown,6186,20-15,16,0.96599233,0,False
8747,unknown,6187,20-15,16,0.9652027,0,False
8748,unknown,6188,20-15,16,0.9638645,0,False
8749,unknown,6189,20-15,16,0.96566874,0,False
8750,unknown,6190,20-15,16,0.9645627,0,False
8751,unknown,6191,20-15,16,0.965839,0,False
8752,unknown,6192,20-15,16,0.96529275,0,False
8753,unknown,6193,20-15,16,0.96480423,0,False
8754,unknown,6194,20-15,16,0.966069,0,False
8755,unknown,6195,20-15,16,0.9657825,0,False
8756,unknown,6196,20-15,16,0.9646097,0,False
8757,unknown,6197,20-15,16,0.9650692,0,False
8758,unknown,6198,20-15,16,0.96584964,0,False
8759,unknown,6199,20-15,16,0.9658656,0,False
8760,unknown,6200,20-15,16,0.9656001,0,False
8761,unknown,6201,20-15,16,0.9653098,0,False
8762,unknown,6202,20-15,16,0.9658936,0,False
8763,unknown,6203,20-15,16,0.9651308,0,False
8764,unknown,6204,20-15,16,0.9656616,0,False
8765,unknown,6205,20-15,16,0.9652882,0,False
8766,unknown,6206,20-15,16,0.96555936,0,False
8767,unknown,6207,20-15,16,0.9652593,0,False
8768,unknown,6208,20-15,16,0.96598953,0,False
8769,unknown,6209,20-15,16,0.96503806,0,False
8770,unknown,6210,20-15,16,0.9659084,0,False
8771,unknown,6211,20-15,16,0.9645183,0,False
8772,unknown,6212,20-15,16,0.96522814,0,False
8773,unknown,6213,20-15,16,0.96594894,0,False
8774,unknown,6214,20-15,16,0.9651652,0,False
8775,unknown,6215,20-15,16,0.9659206,0,False
8776,unknown,6216,20-15,16,0.96369994,0,False
8777,unknown,6217,20-15,16,0.9660955,0,False
8778,unknown,6218,20-15,16,0.96583855,0,False
8779,unknown,6219,20-15,16,0.96579254,0,False
8780,unknown,6220,20-15,16,0.9656769,0,False
8781,unknown,6221,20-15,16,0.9648971,0,False
8782,unknown,6222,20-15,16,0.9656406,0,False
8783,unknown,6223,20-15,16,0.96577114,0,False
8784,unknown,6224,20-15,16,0.9656218,0,False
8785,unknown,6225,20-15,16,0.9657956,0,False
8786,unknown,6226,20-15,16,0.96578085,0,False
8787,unknown,6227,20-15,16,0.9660475,0,False
8788,unknown,6228,20-15,16,0.96608436,0,False
8789,unknown,6229,20-15,16,0.9657996,0,False
8790,unknown,6230,20-15,16,0.9656781,0,False
8791,unknown,6231,20-15,16,0.96588767,0,False
8792,unknown,6232,20-15,16,0.96520984,0,False
8793,unknown,6233,20-15,16,0.9657657,0,False
8794,unknown,6234,20-15,16,0.96477437,0,False
8795,unknown,6235,20-15,16,0.96597403,0,False
8796,unknown,6236,20-15,16,0.96506345,0,False
8797,unknown,6237,20-15,16,0.96604794,0,False
8798,unknown,6238,20-15,16,0.9657682,0,False
8799,unknown,6239,20-15,16,0.9658495,0,False
8800,unknown,6240,20-15,16,0.96567696,0,False
8801,unknown,6241,20-15,16,0.9655173,0,False
8802,unknown,6242,20-15,16,0.9657742,0,False
8803,unknown,6243,20-15,16,0.96495676,0,False
8804,unknown,6244,20-15,16,0.96596026,0,False
8805,unknown,6245,20-15,16,0.9645606,0,False
8806,unknown,6246,20-15,16,0.9661303,0,False
8807,unknown,6247,20-15,16,0.96532655,0,False
8808,unknown,6248,20-15,16,0.9661076,0,False
8809,unknown,6249,20-15,16,0.96598303,0,False
8810,unknown,6250,20-15,16,0.9657858,0,False
8811,unknown,6251,20-15,16,0.9646561,0,False
8812,unknown,6252,20-15,16,0.9657123,0,False
8813,unknown,6253,20-15,16,0.965809,0,False
8814,unknown,6254,20-15,16,0.9657341,0,False
8815,unknown,6255,20-15,16,0.9651152,0,False
8816,unknown,6256,20-15,16,0.9653433,0,False
8817,unknown,6257,20-15,16,0.9638816,0,False
8818,unknown,6258,20-15,16,0.96543646,0,False
8819,unknown,6259,20-15,16,0.9653023,0,False
8820,unknown,6260,20-15,16,0.96400213,0,False
8821,unknown,6261,20-15,16,0.9658276,0,False
8822,unknown,6262,20-15,16,0.96595466,0,False
8823,unknown,6263,20-15,16,0.9653108,0,False
8824,unknown,6264,20-15,16,0.96589684,0,False
8825,unknown,6265,20-15,16,0.9653365,0,False
8826,unknown,6266,20-15,16,0.9652517,0,False
8827,unknown,6267,20-15,16,0.96525395,0,False
8828,unknown,6268,20-15,16,0.964715,0,False
8829,unknown,6269,20-15,16,0.9656392,0,False
8830,unknown,6270,20-15,16,0.9645715,0,False
8831,unknown,6271,20-15,16,0.9646892,0,False
8832,unknown,6272,20-15,16,0.9655448,0,False
8833,unknown,6273,20-15,16,0.9653702,0,False
8834,unknown,6274,20-15,16,0.96570975,0,False
8835,unknown,6275,20-15,16,0.9642046,0,False
8836,unknown,6276,20-15,16,0.96607643,0,False
8837,unknown,6277,20-15,16,0.96422064,0,False
8838,unknown,6278,20-15,16,0.96492445,0,False
8839,unknown,6279,20-15,16,0.96528065,0,False
8840,unknown,6280,20-15,16,0.9655503,0,False
8841,unknown,6281,20-15,16,0.96608526,0,False
8842,unknown,6282,20-15,16,0.9659242,0,False
8843,unknown,6283,20-15,16,0.96473,0,False
8844,unknown,6284,20-15,16,0.9654206,0,False
8845,unknown,6285,20-15,16,0.96425307,0,False
8846,unknown,6286,20-15,16,0.96448284,0,False
8847,unknown,6287,20-15,16,0.9653269,0,False
8848,unknown,6288,20-15,16,0.96472853,0,False
8849,unknown,6289,20-15,16,0.9657492,0,False
8850,unknown,6290,20-15,16,0.96487975,0,False
8851,unknown,6291,20-15,16,0.9658681,0,False
8852,unknown,6292,20-15,16,0.96564925,0,False
8853,unknown,6293,20-15,16,0.96578085,0,False
8854,unknown,6294,20-15,16,0.96577346,0,False
8855,unknown,6295,20-15,16,0.96563834,0,False
8856,unknown,6296,20-15,16,0.9660921,0,False
8857,unknown,6297,20-15,16,0.96580374,0,False
8858,unknown,6298,20-15,16,0.9653663,0,False
8859,unknown,6299,20-15,16,0.9651884,0,False
8860,unknown,6300,20-15,16,0.96598965,0,False
8861,unknown,6301,20-15,16,0.9658452,0,False
8862,unknown,6302,20-15,16,0.9649462,0,False
8863,unknown,6303,20-15,16,0.9642981,0,False
8864,unknown,6304,20-15,16,0.96552825,0,False
8865,unknown,6305,20-15,16,0.9653715,0,False
8866,unknown,6306,20-15,16,0.9655802,0,False
8867,unknown,6307,20-15,16,0.9659827,0,False
8868,unknown,6308,20-15,16,0.9639838,0,False
8869,unknown,6309,20-15,16,0.96574867,0,False
8870,unknown,6310,20-15,16,0.96396697,0,False
8871,unknown,6311,20-15,16,0.96478975,0,False
8872,unknown,6312,20-15,16,0.9659545,0,False
8873,unknown,6313,20-15,16,0.96572345,0,False
8874,unknown,6314,20-15,16,0.9659168,0,False
8875,unknown,6315,20-15,16,0.9658356,0,False
8876,unknown,6316,20-15,16,0.9652831,0,False
8877,unknown,6317,20-15,16,0.96529245,0,False
8878,unknown,6318,20-15,16,0.96586394,0,False
8879,unknown,6319,20-15,16,0.96583223,0,False
8880,unknown,6320,20-15,16,0.96586907,0,False
8881,unknown,6321,20-15,16,0.965836,0,False
8882,unknown,6322,20-15,16,0.96405935,0,False
8883,unknown,6323,20-15,16,0.9657869,0,False
8884,unknown,6324,20-15,16,0.96533483,0,False
8885,unknown,6325,20-15,16,0.96488976,0,False
8886,unknown,6326,20-15,16,0.96522784,0,False
8887,unknown,6327,20-15,16,0.96507716,0,False
8888,unknown,6328,20-15,16,0.96509904,0,False
8889,unknown,6329,20-15,16,0.96581495,0,False
8890,unknown,6330,20-15,16,0.96600044,0,False
8891,unknown,6331,20-15,16,0.9652518,0,False
8892,unknown,6332,20-15,16,0.9651282,0,False
8893,unknown,6333,20-15,16,0.96558505,0,False
8894,unknown,6334,20-15,16,0.9645861,0,False
8895,unknown,6335,20-15,16,0.96564335,0,False
8896,unknown,6336,20-15,16,0.96504277,0,False
8897,unknown,6337,20-15,16,0.96528715,0,False
8898,unknown,6338,20-15,16,0.9659448,0,False
8899,unknown,6339,20-15,16,0.96533954,0,False
8900,unknown,6340,20-15,16,0.9648465,0,False
8901,unknown,6341,20-15,16,0.9650159,0,False
8902,unknown,6342,20-15,16,0.96572834,0,False
8903,unknown,6343,20-15,16,0.96540105,0,False
8904,unknown,6344,20-15,16,0.9655339,0,False
8905,unknown,6345,20-15,16,0.96586686,0,False
8906,unknown,6346,20-15,16,0.96547383,0,False
8907,unknown,6347,20-15,16,0.9657499,0,False
8908,unknown,6348,20-15,16,0.96490484,0,False
8909,unknown,6349,20-15,16,0.96577567,0,False
8910,unknown,6350,20-15,16,0.9650642,0,False
8911,unknown,6351,20-15,16,0.9660918,0,False
8912,unknown,6352,20-15,16,0.96586645,0,False
8913,unknown,6353,20-15,16,0.9652034,0,False
8914,unknown,6354,20-15,16,0.9657718,0,False
8915,unknown,6355,20-15,16,0.96598065,0,False
8916,unknown,6356,20-15,16,0.9640529,0,False
8917,unknown,6357,20-15,16,0.9656969,0,False
8918,unknown,6358,20-15,16,0.96615386,0,False
8919,unknown,6359,20-15,16,0.96584785,0,False
8920,unknown,6360,20-15,16,0.9658135,0,False
8921,unknown,6361,20-15,16,0.9658072,0,False
8922,unknown,6362,20-15,16,0.965646,0,False
8923,unknown,6363,20-15,16,0.9653624,0,False
8924,unknown,6364,20-15,16,0.9658074,0,False
8925,unknown,6365,20-15,16,0.966091,0,False
8926,unknown,6366,20-15,16,0.96585834,0,False
8927,unknown,6367,20-15,16,0.9652641,0,False
8928,unknown,6368,20-15,16,0.9657402,0,False
8929,unknown,6369,20-15,16,0.9652661,0,False
8930,unknown,6370,20-15,16,0.96471566,0,False
8931,unknown,6371,20-15,16,0.9649748,0,False
8932,unknown,6372,20-15,16,0.9654582,0,False
8933,unknown,6373,20-15,16,0.9650601,0,False
8934,unknown,6374,20-15,16,0.9654129,0,False
8935,unknown,6375,20-15,16,0.9650798,0,False
8936,unknown,6376,20-15,16,0.9661164,0,False
8937,unknown,6377,20-15,16,0.96603763,0,False
8938,unknown,6378,20-15,16,0.9658295,0,False
8939,unknown,6379,20-15,16,0.96566397,0,False
8940,unknown,6380,20-15,16,0.96463376,0,False
8941,unknown,6381,20-15,16,0.96417534,0,False
8942,unknown,6382,20-15,16,0.96479213,0,False
8943,unknown,6383,20-15,16,0.9652413,0,False
8944,unknown,6384,20-15,16,0.965902,0,False
8945,unknown,6385,20-15,16,0.96547544,0,False
8946,unknown,6386,20-15,16,0.96603394,0,False
8947,unknown,6387,20-15,16,0.9649154,0,False
8948,unknown,6388,20-15,16,0.9646171,0,False
8949,unknown,6389,20-15,16,0.96459377,0,False
8950,unknown,6390,20-15,16,0.9654625,0,False
8951,unknown,6391,20-15,16,0.9658117,0,False
8952,unknown,6392,20-15,16,0.965703,0,False
8953,unknown,6393,20-15,16,0.96528053,0,False
8954,unknown,6394,20-15,16,0.96598166,0,False
8955,unknown,6395,20-15,16,0.9652204,0,False
8956,unknown,6396,20-15,16,0.9645698,0,False
8957,unknown,6397,20-15,16,0.96554804,0,False
8958,unknown,6398,20-15,16,0.9655597,0,False
8959,unknown,6399,20-15,16,0.9659941,0,False
8960,unknown,6400,20-19,16,0.9668004,3,False
8961,unknown,6401,20-19,16,0.9674061,3,False
8962,unknown,6402,20-19,16,0.9669058,3,False
8963,unknown,6403,20-19,16,0.9671393,3,False
8964,unknown,6404,20-19,16,0.9670183,3,False
8965,unknown,6405,20-19,16,0.9664586,3,False
8966,unknown,6406,20-19,16,0.9663358,3,False
8967,unknown,6407,20-19,16,0.9668337,3,False
8968,unknown,6408,20-19,16,0.9668034,3,False
8969,unknown,6409,20-19,16,0.9670872,3,False
8970,unknown,6410,20-19,16,0.96649456,3,False
8971,unknown,6411,20-19,16,0.96678644,3,False
8972,unknown,6412,20-19,16,0.96658915,3,False
8973,unknown,6413,20-19,16,0.9668907,3,False
8974,unknown,6414,20-19,16,0.96681243,3,False
8975,unknown,6415,20-19,16,0.96727276,3,False
8976,unknown,6416,20-19,16,0.96733016,3,False
8977,unknown,6417,20-19,16,0.966542,3,False
8978,unknown,6418,20-19,16,0.9668363,3,False
8979,unknown,6419,20-19,16,0.9670713,3,False
8980,unknown,6420,20-19,16,0.9669497,3,False
8981,unknown,6421,20-19,16,0.966277,3,False
8982,unknown,6422,20-19,16,0.9669867,3,False
8983,unknown,6423,20-19,16,0.96638525,3,False
8984,unknown,6424,20-19,16,0.96686405,3,False
8985,unknown,6425,20-19,16,0.96686846,3,False
8986,unknown,6426,20-19,16,0.96685845,3,False
8987,unknown,6427,20-19,16,0.9669546,3,False
8988,unknown,6428,20-19,16,0.9671451,3,False
8989,unknown,6429,20-19,16,0.9673622,3,False
8990,unknown,6430,20-19,16,0.96605384,3,False
8991,unknown,6431,20-19,16,0.9670018,3,False
8992,unknown,6432,20-19,16,0.9674754,3,False
8993,unknown,6433,20-19,16,0.9670793,3,False
8994,unknown,6434,20-19,16,0.9672766,3,False
8995,unknown,6435,20-19,16,0.9670298,3,False
8996,unknown,6436,20-19,16,0.96721363,3,False
8997,unknown,6437,20-19,16,0.9666039,3,False
8998,unknown,6438,20-19,16,0.9672076,3,False
8999,unknown,6439,20-19,16,0.9667325,3,False
9000,unknown,6440,20-19,16,0.9662103,3,False
9001,unknown,6441,20-19,16,0.96663123,3,False
9002,unknown,6442,20-19,16,0.96678233,3,False
9003,unknown,6443,20-19,16,0.9668262,3,False
9004,unknown,6444,20-19,16,0.9666302,3,False
9005,unknown,6445,20-19,16,0.9671295,3,False
9006,unknown,6446,20-19,16,0.9669474,3,False
9007,unknown,6447,20-19,16,0.96657044,3,False
9008,unknown,6448,20-19,16,0.96679145,3,False
9009,unknown,6449,20-19,16,0.9665088,3,False
9010,unknown,6450,20-19,16,0.9667349,3,False
9011,unknown,6451,20-19,16,0.9670784,3,False
9012,unknown,6452,20-19,16,0.96674275,3,False
9013,unknown,6453,20-19,16,0.96697605,3,False
9014,unknown,6454,20-19,16,0.9666841,3,False
9015,unknown,6455,20-19,16,0.9672822,3,False
9016,unknown,6456,20-19,16,0.9673018,3,False
9017,unknown,6457,20-19,16,0.966637,3,False
9018,unknown,6458,20-19,16,0.9673851,3,False
9019,unknown,6459,20-19,16,0.9665543,2,False
9020,unknown,6460,20-19,16,0.9672311,-1,True
9021,unknown,6461,20-19,16,0.96713936,3,False
9022,unknown,6462,20-19,16,0.9672253,3,False
9023,unknown,6463,20-19,16,0.9667678,3,False
9024,unknown,6464,20-19,16,0.9667534,3,False
9025,unknown,6465,20-19,16,0.9663281,0,False
9026,unknown,6466,20-19,16,0.9671754,3,False
9027,unknown,6467,20-19,16,0.9668078,3,False
9028,unknown,6468,20-19,16,0.96639574,3,False
9029,unknown,6469,20-19,16,0.9673759,3,False
9030,unknown,6470,20-19,16,0.966556,3,False
9031,unknown,6471,20-19,16,0.96678424,3,False
9032,unknown,6472,20-19,16,0.96666574,3,False
9033,unknown,6473,20-19,16,0.9671668,3,False
9034,unknown,6474,20-19,16,0.96696097,3,False
9035,unknown,6475,20-19,16,0.966939,3,False
9036,unknown,6476,20-19,16,0.96691555,3,False
9037,unknown,6477,20-19,16,0.9669821,3,False
9038,unknown,6478,20-19,16,0.96667695,3,False
9039,unknown,6479,20-19,16,0.9671266,3,False
9040,unknown,6480,20-19,16,0.9670747,3,False
9041,unknown,6481,20-19,16,0.96700555,3,False
9042,unknown,6482,20-19,16,0.96643853,3,False
9043,unknown,6483,20-19,16,0.9669478,3,False
9044,unknown,6484,20-19,16,0.9667107,3,False
9045,unknown,6485,20-19,16,0.96721566,3,False
9046,unknown,6486,20-19,16,0.9670989,3,False
9047,unknown,6487,20-19,16,0.96696246,3,False
9048,unknown,6488,20-19,16,0.96632457,3,False
9049,unknown,6489,20-19,16,0.96690047,3,False
9050,unknown,6490,20-19,16,0.9671004,3,False
9051,unknown,6491,20-19,16,0.9670202,3,False
9052,unknown,6492,20-19,16,0.9667661,3,False
9053,unknown,6493,20-19,16,0.96698964,3,False
